song_key,song,artist,entry_date,exit_date,days_on_playlist,peak_position,peak_date,entry_to_peak_days,reentry_count,avg_position,rank_volatility,retention_stability_index,entry_popularity,peak_popularity,exit_popularity,album_type,is_explicit,duration_ms,total_tracks
no te quieren conmigo | gaby music & lunay & luar la l,No Te Quieren Conmigo,Gaby Music & Lunay & Luar La L,2024-12-20,2025-04-10,110,4,2025-01-10,21,2,11.86,8.46,0.1057,67.0,83.0,84.0,single,False,252040,1
no_se_ve.mp3 | emilia,No_Se_Ve.mp3,Emilia,2024-11-04,2025-02-09,75,32,2024-11-05,1,2,43.76,4.05,0.1979,0.0,54.0,76.0,album,False,203636,13
no_se_ve.mp3 | emilia & ludmilla & zecca,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,2024-06-08,2024-11-03,134,13,2024-08-25,78,1,22.27,8.47,0.1056,83.0,88.0,84.0,single,True,203636,1
nochentera | vicco,Nochentera,Vicco,2024-05-18,2025-01-09,156,9,2024-05-27,9,3,20.78,11.33,0.0811,81.0,81.0,75.0,single,False,202184,1
noemú | quevedo,NOEMÚ,Quevedo,2025-11-24,2025-11-27,4,15,2025-11-24,0,0,22.5,4.5,0.1818,61.0,61.0,67.0,album,False,206910,18
nueva era | duki,Nueva Era,Duki,2025-11-03,2025-11-27,25,3,2025-11-08,5,0,10.32,9.44,0.0958,66.0,76.0,83.0,album,True,217547,15
número telefónico | saiko,NÚMERO TELEFÓNICO,SAIKO,2025-04-28,2025-05-09,12,14,2025-04-28,0,0,31.67,10.47,0.0872,61.0,61.0,72.0,album,True,190000,16
oa | anuel aa & quevedo & maluma,OA,Anuel AA & Quevedo & Maluma,2024-10-16,2025-04-27,192,3,2024-11-11,26,2,21.12,13.06,0.0711,72.0,87.0,83.0,single,True,235200,1
obvio | myke towers,OBVIO,Myke Towers,2024-11-25,2024-11-25,1,25,2024-11-25,0,0,25.0,0.0,1.0,0.0,0.0,0.0,album,True,162447,23
offline | young miko,offline,Young Miko,2025-04-07,2025-06-15,69,16,2025-04-09,2,1,34.74,9.79,0.0927,64.0,71.0,81.0,album,True,201935,16
ohnana | kapo,Ohnana,Kapo,2025-07-04,2025-11-27,145,2,2025-08-01,28,2,8.89,7.52,0.1174,71.0,85.0,84.0,single,False,156577,1
omega (feat. ralphie choo) | rosalía,Omega (feat. Ralphie Choo),ROSALÍA,2025-09-27,2025-10-10,14,3,2025-09-27,0,0,25.29,14.66,0.0639,63.0,63.0,73.0,single,False,169500,1
orgullosa de papá | cano,Orgullosa De Papá,Cano,2025-11-01,2025-11-23,6,45,2025-11-16,15,2,47.17,1.77,0.3608,50.0,57.0,59.0,album,False,174174,10
otra noche (feat. darell) | myke towers,OTRA NOCHE (feat. Darell),Myke Towers,2025-08-24,2025-11-16,85,11,2025-09-07,14,0,22.98,7.61,0.1162,0.0,69.0,73.0,album,True,224120,20
otra noche | myke towers & darell,OTRA NOCHE,Myke Towers & Darell,2025-08-20,2025-08-23,4,36,2025-08-23,3,0,39.25,2.05,0.3283,64.0,69.0,69.0,single,True,224120,1
otra oportunidad | myke towers,OTRA OPORTUNIDAD,Myke Towers,2025-08-24,2025-08-24,1,25,2025-08-24,0,0,25.0,0.0,1.0,0.0,0.0,0.0,album,True,169026,20
otro round | myke towers,OTRO ROUND,Myke Towers,2024-11-25,2024-11-25,1,50,2024-11-25,0,0,50.0,0.0,1.0,0.0,0.0,0.0,album,True,134131,23
oye bb | omar montes & nicky jam,Oye BB,Omar Montes & Nicky Jam,2024-11-11,2024-11-11,1,43,2024-11-11,0,0,43.0,0.0,1.0,25.0,25.0,25.0,single,False,147662,1
pa' la vuelta | eladio carrion & morad,PA' LA VUELTA,Eladio Carrion & Morad,2024-08-06,2024-08-06,1,49,2024-08-06,0,0,49.0,0.0,1.0,62.0,62.0,62.0,single,True,224041,1
pacto (feat. bryant myers & dei v) - remix | jay wheeler & anuel aa & hades66,Pacto (feat. Bryant Myers & Dei V) - Remix,Jay Wheeler & Anuel AA & Hades66,2024-07-29,2024-10-06,66,20,2024-08-19,21,2,37.06,9.66,0.0938,0.0,82.0,83.0,single,True,346000,1
pacto (feat. luar la l) | jay wheeler,Pacto (feat. Luar La L),Jay Wheeler,2024-06-01,2024-07-01,31,38,2024-06-22,21,0,43.77,2.62,0.276,69.0,71.0,72.0,album,True,284021,9
pasajero | mora,PASAJERO,Mora,2024-08-30,2024-10-13,45,4,2024-08-30,0,0,27.78,12.32,0.0751,0.0,0.0,83.0,album,False,149538,15
pasaporte | rauw alejandro,Pasaporte,Rauw Alejandro,2025-11-17,2025-11-17,1,43,2025-11-17,0,0,43.0,0.0,1.0,64.0,64.0,64.0,album,False,263451,18
pasaporte | rauw alejandro & mr. naisgai,Pasaporte,Rauw Alejandro & Mr. Naisgai,2025-09-29,2025-09-29,1,49,2025-09-29,0,0,49.0,0.0,1.0,63.0,63.0,63.0,single,False,266787,1
pasiempre | tainy,PASIEMPRE,Tainy,2024-07-02,2024-07-20,19,21,2024-07-05,3,0,34.0,9.1,0.099,73.0,80.0,87.0,album,True,355795,19
passoa | jhayco,Passoa,JHAYCO,2025-09-08,2025-09-27,20,27,2025-09-08,0,0,34.4,6.18,0.1392,53.0,53.0,70.0,album,False,309280,29
passoa | jhayco & kapo,Passoa,JHAYCO & Kapo,2025-08-17,2025-09-07,20,19,2025-08-26,9,1,35.15,6.86,0.1273,70.0,76.0,79.0,single,False,309280,1
paz | morad,Paz,Morad,2024-05-18,2024-05-20,3,44,2024-05-18,0,0,46.0,1.41,0.4142,63.0,63.0,66.0,album,False,186000,19
pedro | jaxomy & agatino romero & raffaella carrà,Pedro,Jaxomy & Agatino Romero & Raffaella Carrà,2025-04-14,2025-05-21,35,14,2025-04-21,7,1,33.63,11.62,0.0793,77.0,85.0,92.0,single,False,144846,1
peligrosa | floyymenor,PELIGROSA,FloyyMenor,2025-07-31,2025-11-27,119,3,2025-09-08,39,1,13.59,12.38,0.0747,77.0,79.0,83.0,album,True,134930,7
penas de antaño | bizarrap & milo j,Penas de Antaño,Bizarrap & Milo j,2024-10-09,2024-10-12,4,44,2024-10-10,1,0,46.5,2.6,0.2779,74.0,76.0,78.0,single,False,201272,5
perdió este culo | bad gyal,Perdió Este Culo,Bad Gyal,2025-01-28,2025-02-24,28,18,2025-01-31,3,0,37.14,8.19,0.1088,62.0,70.0,78.0,album,True,159253,15
perreo lento | chris jedi & gaby music & dei v,PERREO LENTO,Chris Jedi & Gaby Music & Dei V,2025-03-01,2025-03-29,27,28,2025-03-07,6,2,36.41,6.41,0.1349,73.0,74.0,75.0,single,True,156640,5
perro negro | bad bunny,PERRO NEGRO,Bad Bunny,2024-10-14,2025-05-31,195,2,2024-10-17,3,3,11.41,7.8,0.1136,0.0,81.0,89.0,album,True,162767,22
perros&gata$ | nicki nicole & saiko,PERROS&GATA$,Nicki Nicole & SAIKO,2025-07-04,2025-07-07,4,45,2025-07-04,0,0,46.5,2.06,0.3266,65.0,65.0,68.0,single,False,179612,1
"peso pluma: bzrp music sessions, vol. 55 | bizarrap & peso pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,2024-06-03,2024-07-01,29,2,2024-06-03,0,0,18.21,14.2,0.0658,82.0,82.0,98.0,single,True,188361,1
pide | mora,PIDE,Mora,2024-08-30,2024-09-02,4,15,2024-08-30,0,0,34.25,12.89,0.072,0.0,0.0,75.0,album,True,207903,15
piribiri | jc reyes & pedro calderon,PIRIBIRI,JC Reyes & Pedro Calderon,2024-08-09,2024-09-29,41,37,2024-09-17,39,2,45.22,3.53,0.2207,72.0,75.0,74.0,single,False,176727,1
playa del inglés | quevedo,PLAYA DEL INGLÉS,Quevedo,2024-05-18,2024-12-12,159,15,2024-05-18,0,1,24.31,8.49,0.1053,84.0,84.0,79.0,album,False,237525,16
please please please | sabrina carpenter,Please Please Please,Sabrina Carpenter,2025-06-12,2025-06-20,9,33,2025-06-18,6,0,39.33,3.23,0.2363,83.0,90.0,91.0,single,True,186365,2
polaris - remix | saiko,POLARIS - Remix,SAIKO,2025-04-28,2025-05-09,12,31,2025-04-29,1,0,40.83,6.04,0.1421,53.0,57.0,66.0,album,True,288000,16
polaris - remix | saiko & feid & quevedo,POLARIS - Remix,Saiko & Feid & Quevedo,2024-06-11,2025-04-20,312,1,2024-06-11,0,2,17.16,12.27,0.0754,74.0,74.0,80.0,single,True,288000,1
polaris | saiko,Polaris,Saiko,2024-05-18,2024-06-11,25,22,2024-06-10,23,0,36.16,5.86,0.1457,78.0,78.0,78.0,single,True,192122,3
por atrás | quevedo,POR ATRÁS,Quevedo,2025-11-24,2025-11-27,4,11,2025-11-24,0,0,16.75,3.34,0.2302,62.0,62.0,68.0,album,False,171685,18
potra salvaje - hard remix | isabel aaiún & fernando moreno,Potra Salvaje - Hard Remix,Isabel Aaiún & Fernando Moreno,2025-05-29,2025-09-24,114,3,2025-06-18,20,3,13.99,11.39,0.0807,62.0,68.0,74.0,single,False,342000,1
potra salvaje | isabel aaiún,Potra Salvaje,Isabel Aaiún,2025-07-07,2025-08-28,50,14,2025-07-18,11,3,35.26,8.33,0.1072,59.0,62.0,66.0,album,False,199624,10
privilegios | feid,PRIVILEGIOS,Feid,2024-09-30,2024-10-01,2,46,2024-09-30,0,0,46.0,0.0,1.0,0.0,0.0,0.0,album,False,185840,15
probemas mentales | jzaeb & eix,Probemas Mentales,JZAEB & Eix,2025-03-07,2025-03-07,1,48,2025-03-07,0,0,48.0,0.0,1.0,55.0,55.0,55.0,single,True,229151,1
problemas mentales | jzaeb & eix,Problemas Mentales,JZAEB & Eix,2025-03-20,2025-03-22,2,22,2025-03-22,2,1,22.5,0.5,0.6667,67.0,68.0,68.0,single,True,229151,1
provenza | karol g,PROVENZA,KAROL G,2025-07-25,2025-07-30,6,45,2025-07-26,1,0,47.33,1.8,0.3578,82.0,82.0,82.0,album,False,207626,17
"ptazeta: bzrp music sessions, vol. 45 | paul thin & ruslana","Ptazeta: Bzrp Music Sessions, Vol. 45",Paul Thin & RUSLANA,2025-01-18,2025-01-19,2,42,2025-01-18,0,0,46.0,4.0,0.2,55.0,55.0,59.0,single,False,156973,1
punto g | quevedo,PUNTO G,Quevedo,2024-05-18,2025-01-13,162,23,2024-05-30,12,5,40.61,7.05,0.1242,86.0,86.0,84.0,album,False,151324,16
pólvora | mora,PÓLVORA,Mora,2024-08-30,2024-09-09,11,8,2024-08-30,0,0,32.45,13.2,0.0704,0.0,0.0,81.0,album,True,185326,15
q u e v a s h a c e r h o y ? | omar courtz,Q U E V A S H A C E R H O Y ?,Omar Courtz,2025-09-25,2025-11-27,64,1,2025-10-02,7,0,4.52,6.4,0.1351,66.0,78.0,89.0,album,True,224022,17
qlona | karol g,QLONA,KAROL G,2024-08-19,2025-10-19,342,8,2024-09-14,26,10,26.47,11.83,0.0779,74.0,91.0,85.0,album,True,172797,9
que asco de todo | quevedo,QUE ASCO DE TODO,Quevedo,2025-11-24,2025-11-27,4,19,2025-11-24,0,0,28.75,5.93,0.1443,61.0,61.0,66.0,album,False,190304,18
que me lleve el aire | luis cortés,Que Me Lleve el Aire,Luis Cortés,2025-10-10,2025-10-17,8,42,2025-10-13,3,0,46.38,2.5,0.286,67.0,67.0,67.0,single,False,170172,1
que te vaya bien | rvfv,Que te vaya bien,Rvfv,2024-05-18,2024-06-07,21,26,2024-05-18,0,0,37.9,5.17,0.162,77.0,77.0,77.0,single,False,204960,1
quevedo #49 after hour the mixtape | dj saot st,QUEVEDO #49 AFTER HOUR THE MIXTAPE,DJ Saot ST,2024-06-04,2024-06-04,1,48,2024-06-04,0,0,48.0,0.0,1.0,20.0,20.0,20.0,album,False,120000,49
"quevedo: bzrp music sessions, vol. 52 | bizarrap & quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2024-05-18,2025-01-03,133,27,2024-05-29,11,3,36.09,5.82,0.1466,93.0,93.0,87.0,single,False,198937,1
quickie | dei v,Quickie,Dei V,2025-11-19,2025-11-25,7,31,2025-11-23,4,0,42.43,7.65,0.1156,65.0,67.0,68.0,single,True,123673,1
quien es dei v? | dei v,Quien Es Dei V?,Dei V,2024-09-24,2025-04-09,196,10,2024-10-04,10,2,29.04,10.85,0.0844,68.0,76.0,78.0,single,True,162244,1
quizás si quizás no | alvaro diaz & quevedo,QUIZÁS SI QUIZÁS NO,Alvaro Diaz & Quevedo,2024-11-25,2024-12-23,29,13,2024-11-25,0,0,35.17,9.8,0.0926,0.0,0.0,78.0,single,False,203213,1
quién es dei v? | dei v,Quién es Dei V?,Dei V,2025-06-16,2025-06-16,1,50,2025-06-16,0,0,50.0,0.0,1.0,13.0,13.0,13.0,album,True,162244,16
qué pasaría... | rauw alejandro,Qué Pasaría...,Rauw Alejandro,2025-11-17,2025-11-27,11,1,2025-11-17,0,0,4.45,3.89,0.2044,72.0,72.0,86.0,album,True,191018,18
qué pecao | manuel turizo,Qué Pecao,Manuel Turizo,2025-11-24,2025-11-27,4,34,2025-11-24,0,0,39.0,4.53,0.1809,42.0,42.0,55.0,album,False,230080,12
qué pecao | manuel turizo & kapo,Qué Pecao,Manuel Turizo & Kapo,2025-10-06,2025-11-23,49,13,2025-10-13,7,0,19.98,6.55,0.1324,58.0,71.0,77.0,single,False,230073,1
rang€ rov€r | cruz cafuné,rang€ rov€r,Cruz Cafuné,2025-07-21,2025-07-21,1,47,2025-07-21,0,0,47.0,0.0,1.0,53.0,53.0,53.0,single,True,117213,6
rapapa | jc reyes,RAPAPA,JC Reyes,2025-10-20,2025-11-26,38,8,2025-11-01,12,0,22.16,11.61,0.0793,51.0,66.0,71.0,single,False,120888,6
rapeadita love | rels b,Rapeadita LOVE,Rels B,2025-04-28,2025-04-28,1,44,2025-04-28,0,0,44.0,0.0,1.0,65.0,65.0,65.0,album,True,140439,13
rapido (with cris mj) | dei v,Rapido (with Cris Mj),Dei V,2025-06-16,2025-11-27,162,5,2025-08-22,67,3,14.46,8.58,0.1044,26.0,81.0,76.0,album,True,146000,16
rara vez | taiu & milo j,Rara Vez,Taiu & Milo j,2024-05-18,2024-12-13,147,15,2024-05-20,2,4,33.14,9.02,0.0998,92.0,92.0,88.0,single,False,128677,1
"rauw alejandro: bzrp music sessions, vol. 56 | bizarrap & rauw alejandro","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,2024-06-24,2024-10-13,111,1,2024-06-24,0,1,23.08,14.48,0.0646,78.0,78.0,83.0,single,True,191254,1
razones | ozuna & anuel aa & mambo kingz,Razones,Ozuna & Anuel AA & Mambo Kingz,2025-06-30,2025-07-05,6,16,2025-06-30,0,0,32.67,12.09,0.0764,61.0,61.0,71.0,single,False,222727,1
real gangsta love | trueno,REAL GANGSTA LOVE,Trueno,2025-06-06,2025-11-16,154,1,2025-06-12,6,3,18.27,14.96,0.0627,75.0,78.0,82.0,album,True,145342,13
reina | mora,REINA,Mora,2024-08-30,2025-04-17,229,1,2024-08-30,0,2,15.49,11.64,0.0791,0.0,0.0,79.0,album,True,211879,15
remember me | duki,Remember Me,Duki,2024-07-19,2024-07-22,4,43,2024-07-19,0,0,45.25,1.79,0.359,59.0,59.0,63.0,album,False,170624,15
remix exclusivo | feid,REMIX EXCLUSIVO,Feid,2024-05-18,2024-06-04,17,43,2024-05-20,2,1,47.18,2.41,0.2935,88.0,88.0,87.0,single,True,206946,1
revolú | rauw alejandro,Revolú,Rauw Alejandro,2025-11-17,2025-11-23,7,10,2025-11-17,0,0,24.43,6.93,0.1262,67.0,67.0,77.0,album,True,215511,18
"ride or die, pt. 2 (with villano antillano & tokischa) | sevdaliza & villano antillano & tokischa","Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",Sevdaliza & Villano Antillano & Tokischa,2025-04-26,2025-05-12,5,26,2025-04-27,1,1,40.0,9.27,0.0973,79.0,81.0,86.0,single,True,158728,2
ritmo de medallo | feid,RITMO DE MEDALLO,Feid,2024-09-30,2024-10-01,2,37,2024-09-30,0,0,37.0,0.0,1.0,0.0,0.0,0.0,album,False,118693,15
ritual | myke towers,RITUAL,Myke Towers,2024-11-25,2024-11-25,1,48,2024-11-25,0,0,48.0,0.0,1.0,0.0,0.0,0.0,album,True,154432,23
rko | eladio carrion,RKO,Eladio Carrion,2025-01-21,2025-01-24,4,20,2025-01-21,0,0,38.25,10.92,0.0839,67.0,67.0,73.0,album,True,106666,17
rockin' around the christmas tree | brenda lee,Rockin' Around The Christmas Tree,Brenda Lee,2024-12-24,2024-12-27,4,7,2024-12-25,1,0,19.0,16.25,0.058,98.0,98.0,98.0,album,False,126266,12
rockstar 2.0 | duki,RoCKSTAR 2.0,Duki,2024-06-25,2024-07-02,8,16,2024-06-25,0,0,22.75,8.83,0.1017,67.0,67.0,78.0,album,True,173729,14
rockstar 2.0 | duki & jhayco,RoCKSTAR 2.0,Duki & Jhayco,2024-06-24,2024-06-24,1,14,2024-06-24,0,0,14.0,0.0,1.0,71.0,71.0,71.0,single,True,173729,1
romero santo | dellafuente,Romero Santo,DELLAFUENTE,2025-06-16,2025-06-21,5,31,2025-06-16,0,1,40.6,4.84,0.1712,31.0,31.0,53.0,album,False,191414,10
rompeolas | martin urrutia,rompeolas,Martin Urrutia,2025-04-12,2025-04-18,2,39,2025-04-18,6,1,42.0,3.0,0.25,68.0,69.0,69.0,single,False,162519,1
rosas | la oreja de van gogh,Rosas,La Oreja de Van Gogh,2025-10-17,2025-10-26,10,30,2025-10-19,2,0,42.5,6.5,0.1333,69.0,69.0,69.0,album,False,237026,12
rueda | rvfv,RUEDA,Rvfv,2025-06-02,2025-08-14,70,21,2025-06-19,17,3,40.9,7.18,0.1223,36.0,59.0,66.0,album,False,213120,20
rápido | mora,RÁPIDO,Mora,2024-05-18,2024-05-24,7,41,2024-05-18,0,0,44.0,2.56,0.2806,81.0,81.0,82.0,single,True,182857,1
s91 | karol g,S91,KAROL G,2024-07-16,2024-09-04,49,21,2024-08-13,28,1,35.1,6.72,0.1296,74.0,50.0,80.0,single,False,173005,1
sangre y fe | cruz cafuné,Sangre y Fe,Cruz Cafuné,2024-05-28,2024-06-16,20,6,2024-05-28,0,0,30.65,15.93,0.0591,61.0,61.0,74.0,album,True,231500,23
santa tell me | ariana grande,Santa Tell Me,Ariana Grande,2024-12-25,2024-12-27,3,17,2024-12-25,0,0,25.0,5.66,0.1502,96.0,96.0,96.0,single,False,204093,1
santa | rvssian,Santa,Rvssian,2025-05-22,2025-11-27,188,2,2025-05-22,0,2,13.8,7.52,0.1173,6.0,6.0,83.0,single,False,193038,2
santa | rvssian & rauw alejandro & ayra starr,Santa,Rvssian & Rauw Alejandro & Ayra Starr,2025-04-16,2025-05-21,36,1,2025-04-21,5,0,3.31,5.73,0.1485,74.0,81.0,93.0,single,False,193038,1
se fue | rauw alejandro,Se Fue,Rauw Alejandro,2025-11-17,2025-11-27,11,5,2025-11-17,0,0,13.36,8.33,0.1072,69.0,69.0,80.0,album,False,240179,18
se grita | morad,Se Grita,Morad,2024-07-21,2024-08-05,16,46,2024-07-25,4,0,47.12,1.36,0.4231,84.0,84.0,85.0,album,True,259627,19
se me olvida | maisak & feid,SE ME OLVIDA,Maisak & Feid,2025-08-24,2025-11-16,79,11,2025-09-01,8,2,31.03,9.59,0.0944,0.0,80.0,84.0,single,True,225373,1
se pone las nike | cano,Se Pone Las Nike,Cano,2025-11-06,2025-11-27,22,6,2025-11-14,8,0,15.05,11.27,0.0815,57.0,66.0,72.0,album,False,159375,10
se te nota (feat. peso pluma) | myke towers,SE TE NOTA (feat. Peso Pluma),Myke Towers,2025-08-24,2025-08-25,2,27,2025-08-24,0,0,37.0,10.0,0.0909,0.0,0.0,63.0,album,True,190106,20
seda | bad bunny,SEDA,Bad Bunny,2024-10-14,2025-02-13,119,6,2024-10-14,0,2,25.2,12.78,0.0726,0.0,0.0,83.0,album,True,190476,22
sexesexy | mushkaa,SexeSexy,Mushkaa,2025-03-31,2025-04-13,6,40,2025-03-31,0,2,44.33,2.92,0.2548,40.0,40.0,57.0,album,False,232800,9
sexo desenfrenado | myke towers,SEXO DESENFRENADO,Myke Towers,2025-08-24,2025-08-24,1,45,2025-08-24,0,0,45.0,0.0,1.0,0.0,0.0,0.0,album,True,243360,20
seya | gims,SEYA,GIMS,2024-10-21,2025-02-27,109,21,2024-12-20,60,2,31.04,6.71,0.1297,51.0,73.0,68.0,album,False,188484,21
"shakira: bzrp music sessions, vol. 53 | bizarrap & shakira","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,2024-05-18,2024-07-18,61,30,2024-05-23,5,1,41.89,5.99,0.1431,95.0,94.0,93.0,single,False,214945,1
shars 2023 | al safir,Shars 2023,Al Safir,2024-11-30,2024-12-01,2,21,2024-11-30,0,0,21.0,0.0,1.0,28.0,28.0,55.0,single,False,163342,1
shibatto | quevedo,SHIBATTO,Quevedo,2025-11-24,2025-11-27,4,3,2025-11-26,2,0,3.75,0.83,0.5467,64.0,69.0,71.0,album,False,138226,18
si antes te hubiera conocido | karol g,Si Antes Te Hubiera Conocido,KAROL G,2025-06-22,2025-11-27,157,1,2025-07-02,10,2,2.44,2.65,0.2736,0.0,87.0,93.0,single,False,195824,1
si la calle llama - remix | eladio carrion,Si La Calle Llama - Remix,Eladio Carrion,2024-05-18,2024-08-29,104,20,2024-05-19,1,0,32.58,6.84,0.1275,87.0,87.0,83.0,album,True,240000,18
si no es contigo | cris mj,SI NO ES CONTIGO,Cris Mj,2025-06-18,2025-09-20,92,31,2025-08-09,52,3,38.6,5.44,0.1554,82.0,89.0,89.0,single,True,156000,1
si no estás | iñigo quintero,Si No Estás,iñigo quintero,2024-09-20,2025-04-03,187,1,2024-09-29,9,6,14.94,15.76,0.0597,60.0,78.0,89.0,single,False,184061,1
si sabe ferxxo | blessd,SI SABE FERXXO,Blessd,2025-01-28,2025-02-28,31,27,2025-02-01,4,1,39.81,6.54,0.1327,68.0,77.0,86.0,album,True,152500,14
"si si si si (feat. eladio carrion, bryant myers, dei v) | the academy: segunda misión","SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misión,2025-03-31,2025-03-31,1,16,2025-03-31,0,0,16.0,0.0,1.0,42.0,42.0,42.0,album,True,241958,9
"si si si si (feat. eladio carrion, bryant myers, dei v) | the academy: segunda misión & justin quiles & lenny tavárez","SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misión & Justin Quiles & Lenny Tavárez,2025-04-01,2025-06-08,58,16,2025-04-12,11,2,38.55,10.48,0.0871,64.0,73.0,73.0,album,True,241958,9
si te pegas | rauw alejandro,SI TE PEGAS,Rauw Alejandro,2024-07-09,2024-07-12,4,30,2024-07-09,0,0,36.75,4.6,0.1785,0.0,0.0,77.0,album,True,183652,14
sigo enamorau' | eladio carrion,Sigo Enamorau',Eladio Carrion,2025-01-21,2025-01-21,1,17,2025-01-21,0,0,17.0,0.0,1.0,68.0,68.0,68.0,album,True,194941,17
sin gato (miau!) | rels b,Sin Gato (MIAU!),Rels B,2024-05-28,2024-06-03,3,45,2024-05-28,0,1,47.67,2.05,0.3274,63.0,63.0,74.0,single,False,148800,1
sleigh ride | the ronettes,Sleigh Ride,The Ronettes,2024-12-25,2024-12-27,3,28,2024-12-25,0,0,42.67,10.37,0.0879,84.0,84.0,84.0,album,False,181266,15
snowman | sia,Snowman,Sia,2024-12-25,2024-12-27,3,27,2024-12-25,0,0,37.0,7.07,0.1239,94.0,94.0,94.0,album,False,165900,13
sofi - remix | samueliyo baby & kevin roldan,Sofi - Remix,Samueliyo Baby & KEVIN ROLDAN,2024-12-12,2024-12-14,3,22,2024-12-12,0,0,32.33,7.59,0.1165,67.0,67.0,69.0,single,False,171606,1
solita y sueltaaa | rels b,Solita y SueltAAA,Rels B,2024-07-23,2024-07-25,3,49,2024-07-25,2,0,49.67,0.47,0.6796,64.0,70.0,70.0,album,False,155789,9
soltera | shakira,Soltera,Shakira,2025-09-28,2025-11-27,61,5,2025-10-14,16,0,13.34,8.21,0.1086,65.0,84.0,86.0,single,False,214642,1
sonrisa | eladio carrion,Sonrisa,Eladio Carrion,2025-01-21,2025-01-21,1,16,2025-01-21,0,0,16.0,0.0,1.0,68.0,68.0,68.0,album,True,152380,17
sorry 4 that much | feid,SORRY 4 THAT MUCH,Feid,2025-06-09,2025-07-17,38,9,2025-06-17,8,1,24.26,11.63,0.0792,63.0,77.0,88.0,single,True,207746,1
spanish teteo | rvfv & rels b & omar montes,SPANISH TETEO,Rvfv & Rels B & Omar Montes,2024-09-10,2024-09-11,2,50,2024-09-10,0,0,50.0,0.0,1.0,59.0,59.0,63.0,single,True,181176,1
sport+ rmx | clarent & myke towers,Sport+ RMX,Clarent & Myke Towers,2025-08-15,2025-08-23,9,47,2025-08-17,2,0,48.67,0.94,0.5147,69.0,70.0,71.0,single,True,219813,1
star | jc reyes,STAR,JC Reyes,2025-10-20,2025-11-27,37,7,2025-11-15,26,1,15.51,10.43,0.0875,49.0,71.0,73.0,single,False,156000,6
suano | ntg & amenazzy,Suano,NTG & Amenazzy,2025-05-16,2025-08-09,80,6,2025-06-02,17,2,23.55,12.39,0.0747,69.0,74.0,74.0,single,True,137264,1
supernova | saiko,Supernova,Saiko,2024-05-18,2025-05-03,207,1,2024-05-18,0,7,24.1,15.38,0.061,84.0,84.0,63.0,single,False,190909,1
t'as peur | aya nakamura,T'as peur,Aya Nakamura,2024-05-18,2024-05-21,4,45,2024-05-18,0,0,46.0,1.73,0.366,70.0,70.0,70.0,album,False,215284,15
tacos gucci | anuel aa,Tacos Gucci,Anuel AA,2025-02-18,2025-03-05,13,19,2025-02-22,4,2,34.43,10.31,0.0884,67.0,80.0,84.0,single,True,207157,1
también | myke towers,TAMBIÉN,Myke Towers,2025-08-24,2025-11-27,88,5,2025-10-06,43,1,11.88,9.48,0.0955,0.0,78.0,80.0,album,True,139546,20
tanta droga | eladio carrion,Tanta Droga,Eladio Carrion,2025-01-21,2025-01-21,1,27,2025-01-21,0,0,27.0,0.0,1.0,68.0,68.0,68.0,album,True,248878,17
taste | sabrina carpenter,Taste,Sabrina Carpenter,2025-08-29,2025-09-03,6,47,2025-08-31,2,0,48.67,1.11,0.4749,87.0,90.0,92.0,album,False,157279,12
tattoo | loreen,Tattoo,Loreen,2024-05-18,2024-06-02,16,21,2024-05-18,0,0,37.19,7.72,0.1147,89.0,89.0,93.0,single,False,183374,1
te fallé | quevedo,TE FALLÉ,Quevedo,2025-11-24,2025-11-27,4,17,2025-11-24,0,0,25.25,4.76,0.1735,61.0,61.0,67.0,album,False,219460,18
te menti | ozuna & saiko & ovy on the drums,Te Menti,Ozuna & Saiko & Ovy On The Drums,2024-09-19,2024-09-29,11,38,2024-09-20,1,0,45.45,4.91,0.1693,67.0,69.0,77.0,single,False,187129,1
telefono nuevo | bad bunny,TELEFONO NUEVO,Bad Bunny,2024-10-14,2024-10-28,15,9,2024-10-14,0,0,30.47,14.45,0.0647,0.0,0.0,89.0,album,True,354784,22
tengo un plan | key-key,Tengo Un Plan,Key-Key,2025-04-04,2025-06-11,69,11,2025-04-14,10,0,26.39,11.1,0.0827,68.0,75.0,74.0,single,False,189282,1
thalía - remix | cyril kamer & rvfv & polimá westcoast,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,2025-07-18,2025-08-23,34,25,2025-08-04,17,3,37.06,8.13,0.1096,60.0,70.0,72.0,single,False,230857,1
thalía | cyril kamer,Thalía,Cyril Kamer,2025-03-15,2025-06-04,81,9,2025-04-09,25,1,26.77,13.12,0.0708,63.0,75.0,73.0,single,False,183428,1
